run_label	benchmark	runtime	sample_index	inner_repeat	expected_result	result	result_ok	retval	exec_ns	compile_ns	native_code_bytes	bpf_bytecode_bytes	cycles	instructions	cache_references	cache_misses	branches	branch_misses	task_clock_ns	perf_collected	perf_error	perf_scope	tags
control-all	prefetch_map_indirect_page	kernel	1	10000	4561226121441376886	4561226121441376886	true	2	10788	18990095	720	1064	124238874	519415123	12062032	284950	47059024	4767	108068266	true		full_repeat_raw	memory,prefetch,map-working-set,indirect-page,new-2026-06-01,kernel-only
control-all	prefetch_map_indirect_page	kernel	2	10000	4561226121441376886	4561226121441376886	true	2	10799	18979855	720	1064	124398447	518035121	12106263	295847	46914740	7764	108137247	true		full_repeat_raw	memory,prefetch,map-working-set,indirect-page,new-2026-06-01,kernel-only
control-all	prefetch_map_line_dedup	kernel	0	10000	11442446661432043300	11442446661432043300	true	2	11313	21000655	976	1584	137592808	540968962	31939339	2340	44853272	3645	113265411	true		full_repeat_raw	memory,prefetch,map-working-set,cacheline-dedup,new-2026-06-01,kernel-only
control-all	prefetch_map_line_dedup	kernel	1	10000	11442446661432043300	11442446661432043300	true	2	11316	20977931	976	1584	137600297	541185634	31939304	3064	44830871	4436	113273391	true		full_repeat_raw	memory,prefetch,map-working-set,cacheline-dedup,new-2026-06-01,kernel-only
control-all	prefetch_map_line_dedup	kernel	2	10000	11442446661432043300	11442446661432043300	true	2	11330	20976222	976	1584	138032365	541882145	31916195	3441	44767359	11602	113404944	true		full_repeat_raw	memory,prefetch,map-working-set,cacheline-dedup,new-2026-06-01,kernel-only
control-all	prefetch_upper_page_stride	kernel	0	10000	10526166669351037997	10526166669351037997	true	2	11898	19821785	1256	2048	152816472	615372939	36406792	1655069	7953521	6736	119087813	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,upper-bound,new-2026-06-02,kernel-only
control-all	prefetch_upper_page_stride	kernel	1	10000	10526166669351037997	10526166669351037997	true	2	11902	19838760	1256	2048	152891746	616238697	36368934	1662204	7949950	6865	119159068	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,upper-bound,new-2026-06-02,kernel-only
control-all	prefetch_upper_page_stride	kernel	2	10000	10526166669351037997	10526166669351037997	true	2	11903	19836474	1256	2048	152872975	615885973	36392720	1655919	7949690	6854	119139067	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,upper-bound,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_page_stride	kernel	0	10000	2999102902642040864	2999102902642040864	true	2	11848	21801180	1280	2096	151502004	630544969	40026949	1641875	7991053	3593	118626832	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,next-pointer,software-pipeline,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_page_stride	kernel	1	10000	2999102902642040864	2999102902642040864	true	2	11814	21848025	1280	2096	150668402	628455458	40166958	1638690	8003041	6897	118271707	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,next-pointer,software-pipeline,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_page_stride	kernel	2	10000	2999102902642040864	2999102902642040864	true	2	11887	21851049	1280	2096	152478849	632563805	39899208	1667941	7960595	5421	118983450	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,next-pointer,software-pipeline,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon1_page_stride	kernel	0	10000	8200235001385007165	8200235001385007165	true	2	12890	22229327	1360	2168	178428196	745662385	33625200	1547669	8475086	11373	128986069	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-1,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon1_page_stride	kernel	1	10000	8200235001385007165	8200235001385007165	true	2	13049	22153066	1360	2168	180443041	753477778	33215322	1541646	8565249	3271	130593942	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-1,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon1_page_stride	kernel	2	10000	8200235001385007165	8200235001385007165	true	2	12887	22146275	1360	2168	178394823	745607013	33627491	1549074	8475702	6290	128957536	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-1,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon2_page_stride	kernel	0	10000	12113551532357501091	12113551532357501091	true	2	13474	25340850	1400	2288	180416212	805224037	39761076	1483306	8796563	6038	134818615	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-2,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon2_page_stride	kernel	1	10000	12113551532357501091	12113551532357501091	true	2	13473	25598727	1400	2288	180477089	805108450	39752371	1489428	8795132	3080	134807724	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-2,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon2_page_stride	kernel	2	10000	12113551532357501091	12113551532357501091	true	2	13486	25342991	1400	2288	180316362	805737014	39714097	1480918	8802929	10686	134938505	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-2,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon4_page_stride	kernel	0	10000	12596034509844469521	12596034509844469521	true	2	12646	24473701	1328	2200	172134349	711758879	37499526	1594465	8333788	3270	126587968	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-4,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon4_page_stride	kernel	1	10000	12596034509844469521	12596034509844469521	true	2	12550	24472203	1328	2200	169631905	706637897	37807832	1603426	8274425	4974	125606801	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-4,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_horizon4_page_stride	kernel	2	10000	12596034509844469521	12596034509844469521	true	2	12560	24470076	1328	2200	169879515	707308641	37775905	1604502	8283903	6657	125705811	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,horizon-sweep,horizon-4,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_degree_page_stride	kernel	0	10000	13849133591390902369	13849133591390902369	true	2	14858	28505347	1512	2480	180371050	854533283	33304921	1362356	9454017	3712	148717471	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,true-degree,future-address,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_degree_page_stride	kernel	1	10000	13849133591390902369	13849133591390902369	true	2	14862	28411036	1512	2480	180245472	855272045	33264726	1352423	9458452	6950	148716798	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,true-degree,future-address,new-2026-06-02,kernel-only
control-all	prefetch_pipeline_degree_page_stride	kernel	2	10000	13849133591390902369	13849133591390902369	true	2	14854	28406470	1512	2480	180306259	854883040	33327193	1349178	9450003	7054	148665122	true		full_repeat_raw	memory,prefetch,map-working-set,page-stride,synthetic-control,true-degree,future-address,new-2026-06-02,kernel-only
control-all	prefetch_stride64_page_stride	kernel	0	10000	15225859168839832855	15225859168839832855	true	2	11402	18492641	1208	1944	139820643	573676492	30811506	1392	2931476	3681	114124086	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-64,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride64_page_stride	kernel	1	10000	15225859168839832855	15225859168839832855	true	2	11402	18536014	1208	1944	139903580	573684858	30813918	1489	2930458	3630	114129097	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-64,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride64_page_stride	kernel	2	10000	15225859168839832855	15225859168839832855	true	2	11402	18481266	1208	1944	139932219	573717199	30806949	1654	2932216	3613	114170433	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-64,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride256_page_stride	kernel	0	10000	8436913836453509640	8436913836453509640	true	2	11353	18367820	1200	1936	138549452	566113190	30942835	26390	2945138	3619	113649535	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-256,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride256_page_stride	kernel	1	10000	8436913836453509640	8436913836453509640	true	2	11354	18584486	1200	1936	138667796	566251515	30963341	26639	2941080	3688	113671390	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-256,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride256_page_stride	kernel	2	10000	8436913836453509640	8436913836453509640	true	2	11353	18450042	1200	1936	138601534	566090879	30944314	27062	2945022	3629	113642110	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-256,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride4096_page_stride	kernel	0	10000	17013149044024548969	17013149044024548969	true	2	11429	21316735	1248	2024	140623789	590144549	30717806	25163	8289990	8939	114394856	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-4096,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride4096_page_stride	kernel	1	10000	17013149044024548969	17013149044024548969	true	2	11464	21225247	1248	2024	141495790	591686110	30655551	31152	8254261	7085	114744514	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-4096,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_stride4096_page_stride	kernel	2	10000	17013149044024548969	17013149044024548969	true	2	11474	21294588	1248	2024	141783892	592105202	30655233	28245	8245017	14072	114849351	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,stride-4096,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_variable_stride_page_stride	kernel	0	10000	1927911296556179884	1927911296556179884	true	2	13602	24063248	1384	2248	180496613	808296191	30342767	523948	8863605	6095	136098587	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,variable-stride,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_variable_stride_page_stride	kernel	1	10000	1927911296556179884	1927911296556179884	true	2	13619	24052985	1384	2248	180415420	809198166	30295348	549078	8873521	3083	136272916	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,variable-stride,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_variable_stride_page_stride	kernel	2	10000	1927911296556179884	1927911296556179884	true	2	13625	24046725	1384	2248	180376799	809156897	30327532	522454	8877039	11819	136334587	true		full_repeat_raw	memory,prefetch,map-working-set,stride-class,variable-stride,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_spatial_page_footprint	kernel	0	10000	6004900016175552419	6004900016175552419	true	2	16296	32558439	1696	2840	189023127	887564649	72252869	3320371	8725338	3916	163096273	true		full_repeat_raw	memory,prefetch,map-working-set,spatial-within-page,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_spatial_page_footprint	kernel	1	10000	6004900016175552419	6004900016175552419	true	2	16252	32475544	1696	2840	187916809	889754834	71859981	3299540	8751226	19626	162663828	true		full_repeat_raw	memory,prefetch,map-working-set,spatial-within-page,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_spatial_page_footprint	kernel	2	10000	6004900016175552419	6004900016175552419	true	2	16262	32498792	1696	2840	188096442	888349978	72048092	3329040	8739438	7526	162791334	true		full_repeat_raw	memory,prefetch,map-working-set,spatial-within-page,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_struct_field_fixed_offsets	kernel	0	10000	12246088582525788897	12246088582525788897	true	2	16382	29625652	1688	2792	191152213	890081564	71391712	346741	3068403	3871	163971759	true		full_repeat_raw	memory,prefetch,map-working-set,fixed-offset-struct,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_struct_field_fixed_offsets	kernel	1	10000	12246088582525788897	12246088582525788897	true	2	16352	29625119	1688	2792	190313951	891734211	71138320	346775	3072786	3869	163661167	true		full_repeat_raw	memory,prefetch,map-working-set,fixed-offset-struct,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_struct_field_fixed_offsets	kernel	2	10000	12246088582525788897	12246088582525788897	true	2	16380	29732878	1688	2792	191141310	890209163	71321988	358042	3069511	5060	163949145	true		full_repeat_raw	memory,prefetch,map-working-set,fixed-offset-struct,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_mlop_index_field	kernel	0	10000	16018457391247339837	16018457391247339837	true	2	13523	23533245	1344	2200	180491875	773334073	29010091	1524690	8823005	6057	135306551	true		full_repeat_raw	memory,prefetch,map-working-set,multi-level-offset,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_mlop_index_field	kernel	1	10000	16018457391247339837	16018457391247339837	true	2	13453	23660587	1344	2200	180428735	770098530	29168503	1532592	8785131	12698	134615214	true		full_repeat_raw	memory,prefetch,map-working-set,multi-level-offset,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_mlop_index_field	kernel	2	10000	16018457391247339837	16018457391247339837	true	2	13524	23633927	1344	2200	180432647	773175080	29025367	1525038	8819873	6021	135338941	true		full_repeat_raw	memory,prefetch,map-working-set,multi-level-offset,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_degree123_page_stride	kernel	0	10000	11422350246704694431	11422350246704694431	true	2	13968	28519291	1416	2392	180241179	845283580	39815135	1438204	9053790	12374	139803559	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_degree123_page_stride	kernel	1	10000	11422350246704694431	11422350246704694431	true	2	13935	28447285	1416	2392	180375054	844024344	39911073	1443224	9030687	5839	139432421	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_degree123_page_stride	kernel	2	10000	11422350246704694431	11422350246704694431	true	2	13960	28545579	1416	2392	180444081	845437832	39847123	1440837	9041672	11778	139682377	true		full_repeat_raw	memory,prefetch,map-working-set,normalized-degree,degree-1-2-3,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_mixed_policy_table	kernel	0	10000	16217383686291505505	16217383686291505505	true	2	16080	29899031	1624	2648	183329483	860708190	47529103	1290022	8838698	7577	160952454	true		full_repeat_raw	memory,prefetch,map-working-set,mixed-policy-table,negative-filtering,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_mixed_policy_table	kernel	1	10000	16217383686291505505	16217383686291505505	true	2	16080	29960152	1624	2648	183380679	861419295	47449148	1285134	8846122	4087	160939653	true		full_repeat_raw	memory,prefetch,map-working-set,mixed-policy-table,negative-filtering,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_mixed_policy_table	kernel	2	10000	16217383686291505505	16217383686291505505	true	2	16080	29957535	1624	2648	183285728	860785898	47508858	1286829	8840055	3915	160944870	true		full_repeat_raw	memory,prefetch,map-working-set,mixed-policy-table,negative-filtering,synthetic-control,pf-llm-inspired,new-2026-06-03,kernel-only
control-all	prefetch_hot_l1_load	kernel	0	10000	15525889724183181886	15525889724183181886	true	2	164	807866	464	728	4327203	16667175	0	0	2179465	0	1731808	true		full_repeat_raw	memory,prefetch,candidate-filtering,hot-l1,new-2026-05-31,pure-jit
control-all	prefetch_hot_l1_load	kernel	1	10000	15525889724183181886	15525889724183181886	true	2	162	818826	464	728	4281776	16667356	0	0	2179503	0	1709665	true		full_repeat_raw	memory,prefetch,candidate-filtering,hot-l1,new-2026-05-31,pure-jit
control-all	prefetch_hot_l1_load	kernel	2	10000	15525889724183181886	15525889724183181886	true	2	164	816937	464	728	4329859	16667343	0	0	2179504	0	1733362	true		full_repeat_raw	memory,prefetch,candidate-filtering,hot-l1,new-2026-05-31,pure-jit
control-all	prefetch_sequential_scan	kernel	0	10000	17814162929419258092	17814162929419258092	true	2	295	1100798	520	744	7707459	35705911	0	0	1529186	0	3043036	true		full_repeat_raw	memory,prefetch,candidate-filtering,sequential,new-2026-05-31,pure-jit
control-all	prefetch_sequential_scan	kernel	1	10000	17814162929419258092	17814162929419258092	true	2	296	1109245	520	744	7740760	35707464	0	0	1529473	0	3049780	true		full_repeat_raw	memory,prefetch,candidate-filtering,sequential,new-2026-05-31,pure-jit
control-all	prefetch_sequential_scan	kernel	2	10000	17814162929419258092	17814162929419258092	true	2	295	1098326	520	744	7718917	35705903	0	0	1529184	0	3052796	true		full_repeat_raw	memory,prefetch,candidate-filtering,sequential,new-2026-05-31,pure-jit
control-all	prefetch_large_stride_scan	kernel	0	10000	770719547157072484	770719547157072484	true	2	1950	4088860	656	1008	25163619	209840325	0	0	16881820	0	19583450	true		full_repeat_raw	memory,prefetch,candidate-filtering,large-stride,new-2026-05-31,pure-jit
control-all	prefetch_large_stride_scan	kernel	1	10000	770719547157072484	770719547157072484	true	2	1955	4090814	656	1008	25188763	209834001	0	0	16880605	0	19624602	true		full_repeat_raw	memory,prefetch,candidate-filtering,large-stride,new-2026-05-31,pure-jit
control-all	prefetch_large_stride_scan	kernel	2	10000	770719547157072484	770719547157072484	true	2	1955	4099423	656	1008	25172473	209835258	0	0	16880896	0	19624003	true		full_repeat_raw	memory,prefetch,candidate-filtering,large-stride,new-2026-05-31,pure-jit
control-all	prefetch_permuted_index_scan	kernel	0	10000	15322165717602243017	15322165717602243017	true	2	342	1533399	600	952	8953384	44727179	0	0	2159466	0	3516184	true		full_repeat_raw	memory,prefetch,candidate-filtering,permuted-index,new-2026-05-31,pure-jit
control-all	prefetch_permuted_index_scan	kernel	1	10000	15322165717602243017	15322165717602243017	true	2	342	1529074	600	952	8945698	44727453	0	0	2159528	0	3524917	true		full_repeat_raw	memory,prefetch,candidate-filtering,permuted-index,new-2026-05-31,pure-jit
control-all	prefetch_permuted_index_scan	kernel	2	10000	15322165717602243017	15322165717602243017	true	2	342	1541777	600	952	8951534	44727541	0	0	2159541	0	3520494	true		full_repeat_raw	memory,prefetch,candidate-filtering,permuted-index,new-2026-05-31,pure-jit
