group	compare_to	benchmark	runtime	affected_by_group_symbols	families	control_median_exec_ns	group_median_exec_ns	ratio
treatment-csel-cmov	control-disabled	tetragon_process_event_arg_filter	kernel	no		524	524	1.0
treatment-csel-cmov	control-disabled	trace_event_type_switch_dispatch	kernel	no		680	679	0.9985294117647059
treatment-csel-cmov	control-disabled	tracee_http_method_prefix_detect	kernel	no		61	61	1.0
treatment-csel-cmov	control-disabled	tracee_syscall_name_table_lookup	kernel	no		344	344	1.0
treatment-csel-cmov	control-disabled	arm64_direct_abi_coverage	native	no		7	7	1.0
treatment-csel-cmov	control-disabled	bcc_runqlat_log2_histogram_bucket	native	no		2215	2215	1.0
treatment-csel-cmov	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	no		150	150	1.0
treatment-csel-cmov	control-disabled	bitmap_popcount_scan	native	no		1612	1623	1.0068238213399503
treatment-csel-cmov	control-disabled	bpf_local_call_fanout_dispatch	native	no		115	116	1.008695652173913
treatment-csel-cmov	control-disabled	bpftrace_comm_key_fnv_hash	native	no		1288	1287	0.9992236024844721
treatment-csel-cmov	control-disabled	bpftrace_string_search_prefix_scan	native	no		352	353	1.0028409090909092
treatment-csel-cmov	control-disabled	ccmp_all_nonzero	native	no		5	4	0.8
treatment-csel-cmov	control-disabled	cgroup_skb_hash_chain	native	no		421	421	1.0
treatment-csel-cmov	control-disabled	cilium_ct_nat_tuple_rewrite	native	no		197	198	1.0050761421319796
treatment-csel-cmov	control-disabled	cilium_policy_guard_tree_filter	native	no		123	124	1.008130081300813
treatment-csel-cmov	control-disabled	cilium_socket_lb_service_select	native	no		329	356	1.082066869300912
treatment-csel-cmov	control-disabled	csel_select64	native	yes	CCMP/CMP/CSET,CSEL	4	4	1.0
treatment-csel-cmov	control-disabled	flow_5tuple_rss_hash	native	no		18	18	1.0
treatment-csel-cmov	control-disabled	flow_record_field_scan	native	no		108	108	1.0
treatment-csel-cmov	control-disabled	katran_lb_consistent_hash_select	native	no		27	27	1.0
treatment-csel-cmov	control-disabled	ldp_stack_pair	native	no		6	5	0.8333333333333334
treatment-csel-cmov	control-disabled	otel_stack_frame_unwind_scan	native	no		117	117	1.0
treatment-csel-cmov	control-disabled	packed_header_bitfield_decode	native	no		501	502	1.001996007984032
treatment-csel-cmov	control-disabled	packet_checksum_fold	native	no		26111	27882	1.0678258205354065
treatment-csel-cmov	control-disabled	packet_record_bounds_window	native	no		148	148	1.0
treatment-csel-cmov	control-disabled	packet_toeplitz_rss_hash	native	no		372	377	1.0134408602150538
treatment-csel-cmov	control-disabled	packet_vlan_tcpopt_parser	native	no		19	18	0.9473684210526315
treatment-csel-cmov	control-disabled	payload_prefix_memcmp_scan	native	no		169	168	0.9940828402366864
treatment-csel-cmov	control-disabled	simple	native	no		4	4	1.0
treatment-csel-cmov	control-disabled	simple_packet	native	no		4	4	1.0
treatment-csel-cmov	control-disabled	siphash_rotate64_mixer	native	no		44	44	1.0
treatment-csel-cmov	control-disabled	sorted_rule_binary_search	native	no		720	719	0.9986111111111111
treatment-csel-cmov	control-disabled	stp_stack_pair	native	no		5	5	1.0
treatment-csel-cmov	control-disabled	tc_packet_checksum_fold	native	no		26095	26266	1.0065529794979882
treatment-csel-cmov	control-disabled	tetragon_process_event_arg_filter	native	no		275	275	1.0
treatment-csel-cmov	control-disabled	trace_event_type_switch_dispatch	native	no		633	638	1.0078988941548184
treatment-csel-cmov	control-disabled	tracee_http_method_prefix_detect	native	no		39	38	0.9743589743589743
treatment-csel-cmov	control-disabled	tracee_syscall_name_table_lookup	native	no		259	259	1.0
treatment-ccmp	control-disabled	arm64_direct_abi_coverage	kernel	no		20	20	1.0
treatment-ccmp	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	no		4001	4015	1.0034991252186953
treatment-ccmp	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	no		320	319	0.996875
treatment-ccmp	control-disabled	bitmap_popcount_scan	kernel	no		2294	2304	1.004359197907585
treatment-ccmp	control-disabled	bpf_local_call_fanout_dispatch	kernel	no		325	325	1.0
treatment-ccmp	control-disabled	bpftrace_comm_key_fnv_hash	kernel	no		1656	1656	1.0
treatment-ccmp	control-disabled	bpftrace_string_search_prefix_scan	kernel	no		512	512	1.0
treatment-ccmp	control-disabled	ccmp_all_nonzero	kernel	yes	CCMP/CMP/CSET	17	17	1.0
treatment-ccmp	control-disabled	cgroup_skb_hash_chain	kernel	no		1039	1060	1.0202117420596728
treatment-ccmp	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	no		474	477	1.0063291139240507
treatment-ccmp	control-disabled	cilium_policy_guard_tree_filter	kernel	no		242	249	1.0289256198347108
treatment-ccmp	control-disabled	cilium_socket_lb_service_select	kernel	yes	CCMP/CMP/CSET	1037	1053	1.0154291224686596
treatment-ccmp	control-disabled	csel_select64	kernel	no		28	28	1.0
treatment-ccmp	control-disabled	flow_5tuple_rss_hash	kernel	no		48	48	1.0
treatment-ccmp	control-disabled	flow_record_field_scan	kernel	no		186	186	1.0
treatment-ccmp	control-disabled	katran_lb_consistent_hash_select	kernel	no		61	61	1.0
treatment-ccmp	control-disabled	ldp_stack_pair	kernel	no		21	20	0.9523809523809523
treatment-ccmp	control-disabled	otel_stack_frame_unwind_scan	kernel	no		382	381	0.9973821989528796
treatment-ccmp	control-disabled	packed_header_bitfield_decode	kernel	no		937	938	1.0010672358591248
treatment-ccmp	control-disabled	packet_checksum_fold	kernel	no		33088	33033	0.9983377659574468
treatment-ccmp	control-disabled	packet_record_bounds_window	kernel	no		343	343	1.0
treatment-ccmp	control-disabled	packet_toeplitz_rss_hash	kernel	no		525	478	0.9104761904761904
treatment-ccmp	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-ccmp	control-disabled	payload_prefix_memcmp_scan	kernel	no		287	288	1.0034843205574913
treatment-ccmp	control-disabled	simple	kernel	no		15	14	0.9333333333333333
treatment-ccmp	control-disabled	simple_packet	kernel	no		14	14	1.0
treatment-ccmp	control-disabled	siphash_rotate64_mixer	kernel	no		160	160	1.0
treatment-ccmp	control-disabled	sorted_rule_binary_search	kernel	no		1943	1934	0.9953679876479671
treatment-ccmp	control-disabled	stp_stack_pair	kernel	no		21	20	0.9523809523809523
treatment-ccmp	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33043	1.0001513408801985
treatment-ccmp	control-disabled	tetragon_process_event_arg_filter	kernel	no		524	524	1.0
treatment-ccmp	control-disabled	trace_event_type_switch_dispatch	kernel	no		680	690	1.0147058823529411
treatment-ccmp	control-disabled	tracee_http_method_prefix_detect	kernel	no		61	61	1.0
treatment-ccmp	control-disabled	tracee_syscall_name_table_lookup	kernel	no		344	356	1.0348837209302326
treatment-ccmp	control-disabled	arm64_direct_abi_coverage	native	no		7	7	1.0
treatment-ccmp	control-disabled	bcc_runqlat_log2_histogram_bucket	native	no		2215	2215	1.0
treatment-ccmp	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	no		150	150	1.0
treatment-ccmp	control-disabled	bitmap_popcount_scan	native	no		1612	1612	1.0
treatment-ccmp	control-disabled	bpf_local_call_fanout_dispatch	native	no		115	115	1.0
treatment-ccmp	control-disabled	bpftrace_comm_key_fnv_hash	native	no		1288	1289	1.000776397515528
treatment-ccmp	control-disabled	bpftrace_string_search_prefix_scan	native	no		352	355	1.0085227272727273
treatment-ccmp	control-disabled	ccmp_all_nonzero	native	yes	CCMP/CMP/CSET	5	5	1.0
treatment-ccmp	control-disabled	cgroup_skb_hash_chain	native	no		421	426	1.01187648456057
treatment-ccmp	control-disabled	cilium_ct_nat_tuple_rewrite	native	no		197	200	1.015228426395939
treatment-ccmp	control-disabled	cilium_policy_guard_tree_filter	native	no		123	123	1.0
treatment-ccmp	control-disabled	cilium_socket_lb_service_select	native	yes	CCMP/CMP/CSET	329	329	1.0
treatment-ccmp	control-disabled	csel_select64	native	no		4	4	1.0
treatment-ccmp	control-disabled	flow_5tuple_rss_hash	native	no		18	18	1.0
treatment-ccmp	control-disabled	flow_record_field_scan	native	no		108	115	1.0648148148148149
treatment-ccmp	control-disabled	katran_lb_consistent_hash_select	native	no		27	27	1.0
treatment-ccmp	control-disabled	ldp_stack_pair	native	no		6	5	0.8333333333333334
treatment-ccmp	control-disabled	otel_stack_frame_unwind_scan	native	no		117	116	0.9914529914529915
treatment-ccmp	control-disabled	packed_header_bitfield_decode	native	no		501	502	1.001996007984032
treatment-ccmp	control-disabled	packet_checksum_fold	native	no		26111	26070	0.9984297805522576
treatment-ccmp	control-disabled	packet_record_bounds_window	native	no		148	175	1.1824324324324325
treatment-ccmp	control-disabled	packet_toeplitz_rss_hash	native	no		372	373	1.0026881720430108
treatment-ccmp	control-disabled	packet_vlan_tcpopt_parser	native	no		19	18	0.9473684210526315
treatment-ccmp	control-disabled	payload_prefix_memcmp_scan	native	no		169	168	0.9940828402366864
treatment-ccmp	control-disabled	simple	native	no		4	4	1.0
treatment-ccmp	control-disabled	simple_packet	native	no		4	4	1.0
treatment-ccmp	control-disabled	siphash_rotate64_mixer	native	no		44	48	1.0909090909090908
treatment-ccmp	control-disabled	sorted_rule_binary_search	native	no		720	719	0.9986111111111111
treatment-ccmp	control-disabled	stp_stack_pair	native	no		5	5	1.0
treatment-ccmp	control-disabled	tc_packet_checksum_fold	native	no		26095	26119	1.0009197164207702
treatment-ccmp	control-disabled	tetragon_process_event_arg_filter	native	no		275	276	1.0036363636363637
treatment-ccmp	control-disabled	trace_event_type_switch_dispatch	native	no		633	633	1.0
treatment-ccmp	control-disabled	tracee_http_method_prefix_detect	native	no		39	38	0.9743589743589743
treatment-ccmp	control-disabled	tracee_syscall_name_table_lookup	native	no		259	259	1.0
treatment-mov	control-disabled	arm64_direct_abi_coverage	kernel	no		20	20	1.0
treatment-mov	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	no		4001	3988	0.9967508122969257
treatment-mov	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	no		320	321	1.003125
treatment-mov	control-disabled	bitmap_popcount_scan	kernel	no		2294	2286	0.9965126416739319
treatment-mov	control-disabled	bpf_local_call_fanout_dispatch	kernel	no		325	325	1.0
treatment-mov	control-disabled	bpftrace_comm_key_fnv_hash	kernel	no		1656	1656	1.0
treatment-mov	control-disabled	bpftrace_string_search_prefix_scan	kernel	no		512	523	1.021484375
treatment-mov	control-disabled	ccmp_all_nonzero	kernel	no		17	17	1.0
treatment-mov	control-disabled	cgroup_skb_hash_chain	kernel	no		1039	1039	1.0
treatment-mov	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	no		474	474	1.0
treatment-mov	control-disabled	cilium_policy_guard_tree_filter	kernel	no		242	242	1.0
treatment-mov	control-disabled	cilium_socket_lb_service_select	kernel	no		1037	1053	1.0154291224686596
treatment-mov	control-disabled	csel_select64	kernel	no		28	28	1.0
treatment-mov	control-disabled	flow_5tuple_rss_hash	kernel	no		48	48	1.0
treatment-mov	control-disabled	flow_record_field_scan	kernel	no		186	186	1.0
treatment-mov	control-disabled	katran_lb_consistent_hash_select	kernel	no		61	61	1.0
treatment-mov	control-disabled	ldp_stack_pair	kernel	no		21	22	1.0476190476190477
treatment-mov	control-disabled	otel_stack_frame_unwind_scan	kernel	no		382	397	1.0392670157068062
treatment-mov	control-disabled	packed_header_bitfield_decode	kernel	no		937	936	0.9989327641408752
treatment-mov	control-disabled	packet_checksum_fold	kernel	no		33088	33038	0.9984888781431335
treatment-mov	control-disabled	packet_record_bounds_window	kernel	no		343	343	1.0
treatment-mov	control-disabled	packet_toeplitz_rss_hash	kernel	no		525	479	0.9123809523809524
treatment-mov	control-disabled	packet_vlan_tcpopt_parser	kernel	no		45	45	1.0
treatment-mov	control-disabled	payload_prefix_memcmp_scan	kernel	no		287	287	1.0
treatment-mov	control-disabled	simple	kernel	no		15	14	0.9333333333333333
treatment-mov	control-disabled	simple_packet	kernel	no		14	14	1.0
treatment-mov	control-disabled	siphash_rotate64_mixer	kernel	no		160	160	1.0
treatment-mov	control-disabled	sorted_rule_binary_search	kernel	no		1943	1940	0.9984559958826557
treatment-mov	control-disabled	stp_stack_pair	kernel	no		21	20	0.9523809523809523
treatment-mov	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33033	0.9998486591198015
treatment-mov	control-disabled	tetragon_process_event_arg_filter	kernel	no		524	528	1.0076335877862594
treatment-mov	control-disabled	trace_event_type_switch_dispatch	kernel	no		680	719	1.0573529411764706
treatment-mov	control-disabled	tracee_http_method_prefix_detect	kernel	no		61	62	1.0163934426229508
treatment-mov	control-disabled	tracee_syscall_name_table_lookup	kernel	no		344	331	0.9622093023255814
treatment-mov	control-disabled	arm64_direct_abi_coverage	native	no		7	7	1.0
treatment-mov	control-disabled	bcc_runqlat_log2_histogram_bucket	native	no		2215	2216	1.000451467268623
treatment-mov	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	no		150	151	1.0066666666666666
treatment-mov	control-disabled	bitmap_popcount_scan	native	no		1612	1612	1.0
treatment-mov	control-disabled	bpf_local_call_fanout_dispatch	native	no		115	136	1.182608695652174
treatment-mov	control-disabled	bpftrace_comm_key_fnv_hash	native	no		1288	1287	0.9992236024844721
treatment-mov	control-disabled	bpftrace_string_search_prefix_scan	native	no		352	362	1.0284090909090908
treatment-mov	control-disabled	ccmp_all_nonzero	native	no		5	5	1.0
treatment-mov	control-disabled	cgroup_skb_hash_chain	native	no		421	421	1.0
treatment-mov	control-disabled	cilium_ct_nat_tuple_rewrite	native	no		197	197	1.0
treatment-mov	control-disabled	cilium_policy_guard_tree_filter	native	no		123	124	1.008130081300813
treatment-mov	control-disabled	cilium_socket_lb_service_select	native	no		329	329	1.0
treatment-mov	control-disabled	csel_select64	native	no		4	4	1.0
treatment-mov	control-disabled	flow_5tuple_rss_hash	native	no		18	18	1.0
treatment-mov	control-disabled	flow_record_field_scan	native	no		108	107	0.9907407407407407
treatment-mov	control-disabled	katran_lb_consistent_hash_select	native	no		27	27	1.0
treatment-mov	control-disabled	ldp_stack_pair	native	no		6	5	0.8333333333333334
treatment-mov	control-disabled	otel_stack_frame_unwind_scan	native	no		117	117	1.0
treatment-mov	control-disabled	packed_header_bitfield_decode	native	no		501	508	1.0139720558882235
treatment-mov	control-disabled	packet_checksum_fold	native	no		26111	26075	0.9986212707288116
treatment-mov	control-disabled	packet_record_bounds_window	native	no		148	148	1.0
treatment-mov	control-disabled	packet_toeplitz_rss_hash	native	no		372	375	1.0080645161290323
treatment-mov	control-disabled	packet_vlan_tcpopt_parser	native	no		19	18	0.9473684210526315
treatment-mov	control-disabled	payload_prefix_memcmp_scan	native	no		169	169	1.0
treatment-mov	control-disabled	simple	native	no		4	4	1.0
treatment-mov	control-disabled	simple_packet	native	no		4	4	1.0
treatment-mov	control-disabled	siphash_rotate64_mixer	native	no		44	44	1.0
treatment-mov	control-disabled	sorted_rule_binary_search	native	no		720	739	1.0263888888888888
treatment-mov	control-disabled	stp_stack_pair	native	no		5	5	1.0
treatment-mov	control-disabled	tc_packet_checksum_fold	native	no		26095	26090	0.9998083924123395
treatment-mov	control-disabled	tetragon_process_event_arg_filter	native	no		275	276	1.0036363636363637
treatment-mov	control-disabled	trace_event_type_switch_dispatch	native	no		633	633	1.0
treatment-mov	control-disabled	tracee_http_method_prefix_detect	native	no		39	38	0.9743589743589743
treatment-mov	control-disabled	tracee_syscall_name_table_lookup	native	no		259	259	1.0
treatment-prfm	control-disabled	arm64_direct_abi_coverage	kernel	yes	PRFM	20	20	1.0
treatment-prfm	control-disabled	bcc_runqlat_log2_histogram_bucket	kernel	yes	PRFM	4001	4030	1.0072481879530117
treatment-prfm	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	kernel	yes	PRFM	320	323	1.009375
treatment-prfm	control-disabled	bitmap_popcount_scan	kernel	yes	PRFM	2294	2291	0.9986922406277245
treatment-prfm	control-disabled	bpf_local_call_fanout_dispatch	kernel	yes	PRFM	325	325	1.0
treatment-prfm	control-disabled	bpftrace_comm_key_fnv_hash	kernel	yes	PRFM	1656	1656	1.0
treatment-prfm	control-disabled	bpftrace_string_search_prefix_scan	kernel	yes	PRFM	512	518	1.01171875
treatment-prfm	control-disabled	ccmp_all_nonzero	kernel	yes	PRFM	17	17	1.0
treatment-prfm	control-disabled	cgroup_skb_hash_chain	kernel	yes	PRFM	1039	1038	0.9990375360923965
treatment-prfm	control-disabled	cilium_ct_nat_tuple_rewrite	kernel	yes	PRFM	474	483	1.018987341772152
treatment-prfm	control-disabled	cilium_policy_guard_tree_filter	kernel	yes	PRFM	242	245	1.012396694214876
treatment-prfm	control-disabled	cilium_socket_lb_service_select	kernel	yes	PRFM	1037	1045	1.00771456123433
treatment-prfm	control-disabled	csel_select64	kernel	yes	PRFM	28	29	1.0357142857142858
treatment-prfm	control-disabled	flow_5tuple_rss_hash	kernel	yes	PRFM	48	48	1.0
treatment-prfm	control-disabled	flow_record_field_scan	kernel	yes	PRFM	186	187	1.0053763440860215
treatment-prfm	control-disabled	katran_lb_consistent_hash_select	kernel	yes	PRFM	61	61	1.0
treatment-prfm	control-disabled	ldp_stack_pair	kernel	yes	PRFM	21	22	1.0476190476190477
treatment-prfm	control-disabled	otel_stack_frame_unwind_scan	kernel	yes	PRFM	382	386	1.0104712041884816
treatment-prfm	control-disabled	packed_header_bitfield_decode	kernel	yes	PRFM	937	942	1.0053361792956244
treatment-prfm	control-disabled	packet_checksum_fold	kernel	yes	PRFM	33088	33204	1.0035058027079304
treatment-prfm	control-disabled	packet_record_bounds_window	kernel	yes	PRFM	343	346	1.0087463556851313
treatment-prfm	control-disabled	packet_toeplitz_rss_hash	kernel	yes	PRFM	525	470	0.8952380952380953
treatment-prfm	control-disabled	packet_vlan_tcpopt_parser	kernel	yes	PRFM	45	45	1.0
treatment-prfm	control-disabled	payload_prefix_memcmp_scan	kernel	yes	PRFM	287	322	1.1219512195121952
treatment-prfm	control-disabled	simple	kernel	yes	PRFM	15	14	0.9333333333333333
treatment-prfm	control-disabled	simple_packet	kernel	yes	PRFM	14	15	1.0714285714285714
treatment-prfm	control-disabled	siphash_rotate64_mixer	kernel	yes	PRFM	160	160	1.0
treatment-prfm	control-disabled	sorted_rule_binary_search	kernel	yes	PRFM	1943	2010	1.0344827586206897
treatment-prfm	control-disabled	stp_stack_pair	kernel	yes	PRFM	21	21	1.0
treatment-prfm	control-disabled	tc_packet_checksum_fold	kernel	no		33038	33108	1.0021187723227798
treatment-prfm	control-disabled	tetragon_process_event_arg_filter	kernel	yes	PRFM	524	534	1.0190839694656488
treatment-prfm	control-disabled	trace_event_type_switch_dispatch	kernel	yes	PRFM	680	687	1.0102941176470588
treatment-prfm	control-disabled	tracee_http_method_prefix_detect	kernel	yes	PRFM	61	62	1.0163934426229508
treatment-prfm	control-disabled	tracee_syscall_name_table_lookup	kernel	yes	PRFM	344	363	1.055232558139535
treatment-prfm	control-disabled	arm64_direct_abi_coverage	native	yes	PRFM	7	7	1.0
treatment-prfm	control-disabled	bcc_runqlat_log2_histogram_bucket	native	yes	PRFM	2215	2229	1.0063205417607224
treatment-prfm	control-disabled	bcc_tcpconnect_ipv4_tuple_filter	native	yes	PRFM	150	150	1.0
treatment-prfm	control-disabled	bitmap_popcount_scan	native	yes	PRFM	1612	1612	1.0
treatment-prfm	control-disabled	bpf_local_call_fanout_dispatch	native	yes	PRFM	115	115	1.0
treatment-prfm	control-disabled	bpftrace_comm_key_fnv_hash	native	yes	PRFM	1288	1287	0.9992236024844721
treatment-prfm	control-disabled	bpftrace_string_search_prefix_scan	native	yes	PRFM	352	356	1.0113636363636365
treatment-prfm	control-disabled	ccmp_all_nonzero	native	yes	PRFM	5	5	1.0
treatment-prfm	control-disabled	cgroup_skb_hash_chain	native	yes	PRFM	421	422	1.002375296912114
treatment-prfm	control-disabled	cilium_ct_nat_tuple_rewrite	native	yes	PRFM	197	199	1.0101522842639594
treatment-prfm	control-disabled	cilium_policy_guard_tree_filter	native	yes	PRFM	123	127	1.032520325203252
treatment-prfm	control-disabled	cilium_socket_lb_service_select	native	yes	PRFM	329	328	0.9969604863221885
treatment-prfm	control-disabled	csel_select64	native	yes	PRFM	4	4	1.0
treatment-prfm	control-disabled	flow_5tuple_rss_hash	native	yes	PRFM	18	18	1.0
treatment-prfm	control-disabled	flow_record_field_scan	native	yes	PRFM	108	107	0.9907407407407407
treatment-prfm	control-disabled	katran_lb_consistent_hash_select	native	yes	PRFM	27	27	1.0
treatment-prfm	control-disabled	ldp_stack_pair	native	yes	PRFM	6	5	0.8333333333333334
treatment-prfm	control-disabled	otel_stack_frame_unwind_scan	native	yes	PRFM	117	116	0.9914529914529915
treatment-prfm	control-disabled	packed_header_bitfield_decode	native	yes	PRFM	501	503	1.003992015968064
treatment-prfm	control-disabled	packet_checksum_fold	native	yes	PRFM	26111	26099	0.9995404235762705
treatment-prfm	control-disabled	packet_record_bounds_window	native	yes	PRFM	148	148	1.0
treatment-prfm	control-disabled	packet_toeplitz_rss_hash	native	yes	PRFM	372	376	1.010752688172043
treatment-prfm	control-disabled	packet_vlan_tcpopt_parser	native	yes	PRFM	19	18	0.9473684210526315
treatment-prfm	control-disabled	payload_prefix_memcmp_scan	native	yes	PRFM	169	169	1.0
treatment-prfm	control-disabled	simple	native	yes	PRFM	4	4	1.0
treatment-prfm	control-disabled	simple_packet	native	yes	PRFM	4	4	1.0
treatment-prfm	control-disabled	siphash_rotate64_mixer	native	yes	PRFM	44	44	1.0
treatment-prfm	control-disabled	sorted_rule_binary_search	native	yes	PRFM	720	736	1.0222222222222221
treatment-prfm	control-disabled	stp_stack_pair	native	yes	PRFM	5	5	1.0
treatment-prfm	control-disabled	tc_packet_checksum_fold	native	no		26095	26482	1.0148304272849205
treatment-prfm	control-disabled	tetragon_process_event_arg_filter	native	yes	PRFM	275	276	1.0036363636363637
treatment-prfm	control-disabled	trace_event_type_switch_dispatch	native	yes	PRFM	633	635	1.0031595576619274
treatment-prfm	control-disabled	tracee_http_method_prefix_detect	native	yes	PRFM	39	38	0.9743589743589743
treatment-prfm	control-disabled	tracee_syscall_name_table_lookup	native	yes	PRFM	259	259	1.0
